icg_id,modeldb_id,suffix,ion_class,icg_ref_id,authors,title,year,pubmedid,citation_count
1694,22203,kv,K,174,"Schaefer AT, Helmstaedter M, Schmitt AC, Bar-Yehuda D, Almog M, Ben-Porat H, Sakmann B, Korngreen A",Dendritic voltage-gated K+ conductance gradient in pyramidal neurones of neocortical layer 5B from rats.,2007,17158172,34
1695,22203,kvfast,K,174,"Schaefer AT, Helmstaedter M, Schmitt AC, Bar-Yehuda D, Almog M, Ben-Porat H, Sakmann B, Korngreen A",Dendritic voltage-gated K+ conductance gradient in pyramidal neurones of neocortical layer 5B from rats.,2007,17158172,34
1697,2487,kA,K,176,"Davison AP, Feng J, Brown D",A reduced compartmental model of the mitral cell for use in network models of the olfactory bulb.,2000,10715559,36
1698,2487,kca3,KCa,176,"Davison AP, Feng J, Brown D",A reduced compartmental model of the mitral cell for use in network models of the olfactory bulb.,2000,10715559,36
1701,2487,lcafixed,Ca,176,"Davison AP, Feng J, Brown D",A reduced compartmental model of the mitral cell for use in network models of the olfactory bulb.,2000,10715559,36
1702,2487,nafast,Na,176,"Davison AP, Feng J, Brown D",A reduced compartmental model of the mitral cell for use in network models of the olfactory bulb.,2000,10715559,36
1703,2488,ca,Ca,177,"Mainen ZF, Sejnowski TJ",Influence of dendritic structure on firing pattern in model neocortical neurons.,1996,8684467,947
1706,2488,km,K,177,"Mainen ZF, Sejnowski TJ",Influence of dendritic structure on firing pattern in model neocortical neurons.,1996,8684467,947
1707,2488,kv,K,177,"Mainen ZF, Sejnowski TJ",Influence of dendritic structure on firing pattern in model neocortical neurons.,1996,8684467,947
1708,2488,na,Na,177,"Mainen ZF, Sejnowski TJ",Influence of dendritic structure on firing pattern in model neocortical neurons.,1996,8684467,947
1711,26997,naf,Na,178,"Wang XJ, Buzsaki G",Gamma oscillation by synaptic inhibition in a hippocampal interneuronal network model.,1996,8815919,1155
1715,2730,kA,K,179,"Davison AP, Feng J, Brown D",Dendrodendritic inhibition and simulated odor responses in a detailed olfactory bulb network model.,2003,12736241,71
1716,2730,kM,K,179,"Davison AP, Feng J, Brown D",Dendrodendritic inhibition and simulated odor responses in a detailed olfactory bulb network model.,2003,12736241,71
1717,2730,kca,KCa,179,"Davison AP, Feng J, Brown D",Dendrodendritic inhibition and simulated odor responses in a detailed olfactory bulb network model.,2003,12736241,71
1720,2730,lcafixed,Ca,179,"Davison AP, Feng J, Brown D",Dendrodendritic inhibition and simulated odor responses in a detailed olfactory bulb network model.,2003,12736241,71
1721,2730,nafast,Na,179,"Davison AP, Feng J, Brown D",Dendrodendritic inhibition and simulated odor responses in a detailed olfactory bulb network model.,2003,12736241,71
1725,2733,kA,K,180,"Bhalla US, Bower JM",Exploring parameter space in detailed single neuron models: simulations of the mitral and granule cells of the olfactory bulb.,1993,7688798,211
1726,2733,kca3,KCa,180,"Bhalla US, Bower JM",Exploring parameter space in detailed single neuron models: simulations of the mitral and granule cells of the olfactory bulb.,1993,7688798,211
1729,2733,lcafixed,Ca,180,"Bhalla US, Bower JM",Exploring parameter space in detailed single neuron models: simulations of the mitral and granule cells of the olfactory bulb.,1993,7688798,211
1730,2733,nafast,Na,180,"Bhalla US, Bower JM",Exploring parameter space in detailed single neuron models: simulations of the mitral and granule cells of the olfactory bulb.,1993,7688798,211
1731,2796,kad,K,181,"Migliore M, Hoffman DA, Magee JC, Johnston D",Role of an A-type K+ conductance in the back-propagation of action potentials in the dendrites of hippocampal pyramidal neurons.,1999,10481998,250
1732,2796,kap,K,181,"Migliore M, Hoffman DA, Magee JC, Johnston D",Role of an A-type K+ conductance in the back-propagation of action potentials in the dendrites of hippocampal pyramidal neurons.,1999,10481998,250
1733,2796,kdr,K,181,"Migliore M, Hoffman DA, Magee JC, Johnston D",Role of an A-type K+ conductance in the back-propagation of action potentials in the dendrites of hippocampal pyramidal neurons.,1999,10481998,250
1735,2796,nax,Na,181,"Migliore M, Hoffman DA, Magee JC, Johnston D",Role of an A-type K+ conductance in the back-propagation of action potentials in the dendrites of hippocampal pyramidal neurons.,1999,10481998,250
1736,2798,kap,K,151,"Hopfield JJ, Brody CD","What is a moment? ""Cortical"" sensory integration over a brief interval.",2000,11095747,146
1737,2798,nans,Na,151,"Hopfield JJ, Brody CD","What is a moment? ""Cortical"" sensory integration over a brief interval.",2000,11095747,146
1741,279,hh2,K,182,"Destexhe A, Neubig M, Ulrich D, Huguenard J",Dendritic low-threshold calcium currents in thalamic relay cells.,1998,9570789,291
1744,28316,Ih,IH,183,"Saraga F, Wu CP, Zhang L, Skinner FK",Active dendrites and spike propagation in multi-compartment models of oriens-lacunosum/moleculare hippocampal interneurons.,2003,12923216,73
1757,3167,kap,K,185,"Migliore M, Messineo L, Cardaci M, Ayala GF",Quantitative modeling of perception and production of time intervals.,2001,11731535,11
1758,3167,kdr,K,185,"Migliore M, Messineo L, Cardaci M, Ayala GF",Quantitative modeling of perception and production of time intervals.,2001,11731535,11
1761,3263,borgka,K,186,"Migliore M, Cook EP, Jaffe DB, Turner DA, Johnston D",Computer simulations of morphologically reconstructed CA3 hippocampal neurons.,1995,7608762,135
1762,3263,borgkm,K,186,"Migliore M, Cook EP, Jaffe DB, Turner DA, Johnston D",Computer simulations of morphologically reconstructed CA3 hippocampal neurons.,1995,7608762,135
1764,3263,cagk,KCa,186,"Migliore M, Cook EP, Jaffe DB, Turner DA, Johnston D",Computer simulations of morphologically reconstructed CA3 hippocampal neurons.,1995,7608762,135
1765,3263,cal,Ca,186,"Migliore M, Cook EP, Jaffe DB, Turner DA, Johnston D",Computer simulations of morphologically reconstructed CA3 hippocampal neurons.,1995,7608762,135
1766,3263,can,Ca,186,"Migliore M, Cook EP, Jaffe DB, Turner DA, Johnston D",Computer simulations of morphologically reconstructed CA3 hippocampal neurons.,1995,7608762,135
1767,3263,cat,Ca,186,"Migliore M, Cook EP, Jaffe DB, Turner DA, Johnston D",Computer simulations of morphologically reconstructed CA3 hippocampal neurons.,1995,7608762,135
1774,3289,kf,K,188,"Korngreen A, Sakmann B",Voltage-gated K+ channels in layer 5 neocortical pyramidal neurones from young rats: subtypes and gradients.,2000,10856117,210
1777,32992,hd,IH,189,"Migliore M, Messineo L, Ferrante M",Dendritic Ih selectively blocks temporal summation of unsynchronized distal inputs in CA1 pyramidal neurons.,2004,14707540,61
1778,32992,kad,K,189,"Migliore M, Messineo L, Ferrante M",Dendritic Ih selectively blocks temporal summation of unsynchronized distal inputs in CA1 pyramidal neurons.,2004,14707540,61
1779,32992,kap,K,189,"Migliore M, Messineo L, Ferrante M",Dendritic Ih selectively blocks temporal summation of unsynchronized distal inputs in CA1 pyramidal neurons.,2004,14707540,61
1780,32992,kdr,K,189,"Migliore M, Messineo L, Ferrante M",Dendritic Ih selectively blocks temporal summation of unsynchronized distal inputs in CA1 pyramidal neurons.,2004,14707540,61
1782,32992,nax,Na,189,"Migliore M, Messineo L, Ferrante M",Dendritic Ih selectively blocks temporal summation of unsynchronized distal inputs in CA1 pyramidal neurons.,2004,14707540,61
1785,3342,kd,K,191,"Shen GY, Chen WR, Midtgaard J, Shepherd GM, Hines ML",Computational analysis of action potential initiation in mitral cell soma and dendrites based on dual patch recordings.,1999,10601436,80
1787,3342,na,Na,191,"Shen GY, Chen WR, Midtgaard J, Shepherd GM, Hines ML",Computational analysis of action potential initiation in mitral cell soma and dendrites based on dual patch recordings.,1999,10601436,80
1789,3343,hh2,K,192,"Destexhe A, Bal T, McCormick DA, Sejnowski TJ",Ionic mechanisms underlying synchronized oscillations and propagating waves in a model of ferret thalamic slices.,1996,8890314,297
1790,3343,it,Ca,192,"Destexhe A, Bal T, McCormick DA, Sejnowski TJ",Ionic mechanisms underlying synchronized oscillations and propagating waves in a model of ferret thalamic slices.,1996,8890314,297
1791,3343,it2,Ca,192,"Destexhe A, Bal T, McCormick DA, Sejnowski TJ",Ionic mechanisms underlying synchronized oscillations and propagating waves in a model of ferret thalamic slices.,1996,8890314,297
1798,3344,ka,K,193,"Beck H, Ficker E, Heinemann U",Properties of two voltage-activated potassium currents in acutely isolated juvenile rat dentate gyrus granule cells.,1992,1491259,48
1803,33975,naf,Na,194,"Lytton WW, Hines ML",Independent variable time-step integration of individual neurons for network simulations.,2005,15829094,40
1812,3434,khh,K,404,"Simon JZ, Carr CE, Shamma SA",A dendritic model of coincidence detection in the avian brainstem,1999,None,29
1813,3434,khva,K,404,"Simon JZ, Carr CE, Shamma SA",A dendritic model of coincidence detection in the avian brainstem,1999,None,29
1814,3434,klva,K,404,"Simon JZ, Carr CE, Shamma SA",A dendritic model of coincidence detection in the avian brainstem,1999,None,29
1815,3434,nahh,Na,404,"Simon JZ, Carr CE, Shamma SA",A dendritic model of coincidence detection in the avian brainstem,1999,None,29
1816,3454,HT,K,195,"Wang LY, Gan L, Forsythe ID, Kaczmarek LK",Contribution of the Kv3.1 potassium channel to high-frequency firing in mouse auditory neurones.,1998,9547392,263
1817,3454,LT,K,195,"Wang LY, Gan L, Forsythe ID, Kaczmarek LK",Contribution of the Kv3.1 potassium channel to high-frequency firing in mouse auditory neurones.,1998,9547392,263
1818,3454,NaCh,Na,195,"Wang LY, Gan L, Forsythe ID, Kaczmarek LK",Contribution of the Kv3.1 potassium channel to high-frequency firing in mouse auditory neurones.,1998,9547392,263
1820,3457,calrgc,Ca,196,"Benison G, Keizer J, Chalupa LM, Robinson DW",Modeling temporal behavior of postnatal cat retinal ganglion cells.,2001,11371174,32
1821,3457,canrgc,Ca,196,"Benison G, Keizer J, Chalupa LM, Robinson DW",Modeling temporal behavior of postnatal cat retinal ganglion cells.,2001,11371174,32
1822,3483,nargc,Na,196,"Benison G, Keizer J, Chalupa LM, Robinson DW",Modeling temporal behavior of postnatal cat retinal ganglion cells.,2001,11371174,32
1823,3488,kargc,K,196,"Benison G, Keizer J, Chalupa LM, Robinson DW",Modeling temporal behavior of postnatal cat retinal ganglion cells.,2001,11371174,32
1824,3491,kdrgc,K,198,"Skaliora I, Robinson DW, Scobey RP, Chalupa LM",Properties of K+ conductances in cat retinal ganglion cells during the period of activity-mediated refinements in retinofugal pathways.,1995,7551182,41
1825,3493,kamot,K,199,"Safronov BV, Vogel W",Single voltage-activated Na+ and K+ channels in the somata of rat motoneurones.,1995,7473261,52
1826,3493,kdrmot,K,199,"Safronov BV, Vogel W",Single voltage-activated Na+ and K+ channels in the somata of rat motoneurones.,1995,7473261,52
1827,3493,namot,Na,199,"Safronov BV, Vogel W",Single voltage-activated Na+ and K+ channels in the somata of rat motoneurones.,1995,7473261,52
1829,3509,cagk,KCa,201,"Moczydlowski E, Latorre R",Gating kinetics of Ca2+-activated K+ channels from rat muscle incorporated into planar lipid bilayers. Evidence for two voltage-dependent Ca2+ binding reactions.,1983,6315857,371
1842,3533,cat,Ca,203,"Williams SR, Stuart GJ",Action potential backpropagation and somato-dendritic distribution of ion channels in thalamocortical neurons.,2000,10662820,142
1847,35358,nafPR,Na,204,"Pinsky PF, Rinzel J",Intrinsic and network rhythmogenesis in a reduced Traub model for CA3 neurons.,1994,8792224,449
1852,3648,kamt,K,205,"Wang XY, McKenzie JS, Kemm RE",Whole-cell K+ currents in identified olfactory bulb output neurones of rats.,1996,8745279,29
1868,3660,kasup,K,207,"Zhou FM, Hablitz JJ",Layer I neurons of the rat neocortex. II. Voltage-dependent outward currents.,1996,8871190,24
1869,3660,kdrsup,K,207,"Zhou FM, Hablitz JJ",Layer I neurons of the rat neocortex. II. Voltage-dependent outward currents.,1996,8871190,24
1870,3665,hpg,IH,208,"Cadetti L, Belluzzi O",Hyperpolarisation-activated current in glomerular cells of the rat olfactory bulb.,2001,11568648,28
1871,3670,hh2,K,209,"Destexhe A, Contreras D, Sejnowski TJ, Steriade M",A model of spindle rhythmicity in the isolated thalamic reticular nucleus.,1994,7527077,251
1874,3670,it2,Ca,209,"Destexhe A, Contreras D, Sejnowski TJ, Steriade M",A model of spindle rhythmicity in the isolated thalamic reticular nucleus.,1994,7527077,251
1882,3682,hh3,K,212,"Archie KA, Mel BW",A model for intradendritic computation of binocular disparity.,2000,10607395,119
1888,37819,hh2ad,K,214,"Bazhenov M, Timofeev I, Steriade M, Sejnowski TJ",Computational models of thalamocortical augmenting responses.,1998,9698334,75
1889,37819,ittc,Ca,214,"Bazhenov M, Timofeev I, Steriade M, Sejnowski TJ",Computational models of thalamocortical augmenting responses.,1998,9698334,75
1891,37819,ia,K,214,"Bazhenov M, Timofeev I, Steriade M, Sejnowski TJ",Computational models of thalamocortical augmenting responses.,1998,9698334,75
1896,37819,Nca,Ca,214,"Bazhenov M, Timofeev I, Steriade M, Sejnowski TJ",Computational models of thalamocortical augmenting responses.,1998,9698334,75
1906,37819,km,K,214,"Bazhenov M, Timofeev I, Steriade M, Sejnowski TJ",Computational models of thalamocortical augmenting responses.,1998,9698334,75
1908,37819,kv,K,214,"Bazhenov M, Timofeev I, Steriade M, Sejnowski TJ",Computational models of thalamocortical augmenting responses.,1998,9698334,75
1910,37819,naz,Na,214,"Bazhenov M, Timofeev I, Steriade M, Sejnowski TJ",Computational models of thalamocortical augmenting responses.,1998,9698334,75
1922,37857,ih,IH,219,"Rothman JS, Manis PB",Differential expression of three distinct potassium currents in the ventral cochlear nucleus.,2003,12783951,81
1923,37857,ka,K,219,"Rothman JS, Manis PB",Differential expression of three distinct potassium currents in the ventral cochlear nucleus.,2003,12783951,81
1925,37857,klt,K,219,"Rothman JS, Manis PB",Differential expression of three distinct potassium currents in the ventral cochlear nucleus.,2003,12783951,81
1927,37857,na,Na,219,"Rothman JS, Manis PB",Differential expression of three distinct potassium currents in the ventral cochlear nucleus.,2003,12783951,81
1931,3793,kd,K,221,"Chen WR, Shen GY, Shepherd GM, Hines ML, Midtgaard J",Multiple modes of action potential initiation and propagation in mitral cell primary dendrite.,2002,12424310,69
1944,3800,INaf,Na,223,"Courtemanche M, Ramirez RJ, Nattel S",Ionic mechanisms underlying human atrial action potential properties: insights from a mathematical model.,1998,9688927,790
1956,3807,cach,Ca,225,Baccus SA,Synaptic facilitation by reflected action potentials: enhancement of transmission when nerve impulses reverse direction at axon branch points.,1998,9653189,57
1962,3808,HH,K,403,"Huguenard J, McCormick DA","Electrophysiology of the Neuron, A Companion to Shepherd's Neurobiology, An Interactive Tutorial.",1997,None,0
1963,3808,HH2,K,403,"Huguenard J, McCormick DA","Electrophysiology of the Neuron, A Companion to Shepherd's Neurobiology, An Interactive Tutorial.",1997,None,0
1971,3808,iA,K,403,"Huguenard J, McCormick DA","Electrophysiology of the Neuron, A Companion to Shepherd's Neurobiology, An Interactive Tutorial.",1997,None,0
1974,3808,iC,KCa,403,"Huguenard J, McCormick DA","Electrophysiology of the Neuron, A Companion to Shepherd's Neurobiology, An Interactive Tutorial.",1997,None,0
1978,3808,iM,K,403,"Huguenard J, McCormick DA","Electrophysiology of the Neuron, A Companion to Shepherd's Neurobiology, An Interactive Tutorial.",1997,None,0
1980,3808,iT2,Ca,403,"Huguenard J, McCormick DA","Electrophysiology of the Neuron, A Companion to Shepherd's Neurobiology, An Interactive Tutorial.",1997,None,0
1989,3817,im,K,229,"Destexhe A, Contreras D, Steriade M",Mechanisms underlying the synchronizing action of corticothalamic feedback through inhibition of thalamic relay cells.,1998,9463458,278
1990,3817,it,Ca,229,"Destexhe A, Contreras D, Steriade M",Mechanisms underlying the synchronizing action of corticothalamic feedback through inhibition of thalamic relay cells.,1998,9463458,278
1992,3817,hh2,K,229,"Destexhe A, Contreras D, Steriade M",Mechanisms underlying the synchronizing action of corticothalamic feedback through inhibition of thalamic relay cells.,1998,9463458,278
1997,39949,kir2,K,231,"Gruber AJ, Solla SA, Surmeier DJ, Houk JC",Modulation of striatal single units by expected reward: a spiny neuron model displaying dopamine-induced bistability.,2003,12649314,98
1998,39949,ksi,K,231,"Gruber AJ, Solla SA, Surmeier DJ, Houk JC",Modulation of striatal single units by expected reward: a spiny neuron model displaying dopamine-induced bistability.,2003,12649314,98
2000,43039,kamt,K,232,"Migliore M, Hines ML, Shepherd GM",The role of distal dendritic gap junctions in synchronization of mitral cell axonal output.,2005,15714267,64
2001,43039,kdrmt,K,232,"Migliore M, Hines ML, Shepherd GM",The role of distal dendritic gap junctions in synchronization of mitral cell axonal output.,2005,15714267,64
2002,43039,nax,Na,232,"Migliore M, Hines ML, Shepherd GM",The role of distal dendritic gap junctions in synchronization of mitral cell axonal output.,2005,15714267,64
2004,44050,hd,IH,233,"Gasparini S, Migliore M, Magee JC",On the initiation and propagation of dendritic spikes in CA1 pyramidal neurons.,2004,15590921,225
2005,44050,kad,K,233,"Gasparini S, Migliore M, Magee JC",On the initiation and propagation of dendritic spikes in CA1 pyramidal neurons.,2004,15590921,225
2006,44050,kap,K,233,"Gasparini S, Migliore M, Magee JC",On the initiation and propagation of dendritic spikes in CA1 pyramidal neurons.,2004,15590921,225
2007,44050,kdr,K,233,"Gasparini S, Migliore M, Magee JC",On the initiation and propagation of dendritic spikes in CA1 pyramidal neurons.,2004,15590921,225
2009,44050,nax,Na,233,"Gasparini S, Migliore M, Magee JC",On the initiation and propagation of dendritic spikes in CA1 pyramidal neurons.,2004,15590921,225
2012,46839,GrC_KCa,KCa,234,"D'Angelo E, Nieus T, Maffei A, Armano S, Rossi P, Taglietti V, Fontana A, Naldi G",Theta-frequency bursting and resonance in cerebellar granule cells: experimental evidence and modeling of a slow k+-dependent mechanism.,2001,11157062,217
2015,46839,GrG_KV,K,234,"D'Angelo E, Nieus T, Maffei A, Armano S, Rossi P, Taglietti V, Fontana A, Naldi G",Theta-frequency bursting and resonance in cerebellar granule cells: experimental evidence and modeling of a slow k+-dependent mechanism.,2001,11157062,217
2016,46839,GrC_CaHVA,Ca,234,"D'Angelo E, Nieus T, Maffei A, Armano S, Rossi P, Taglietti V, Fontana A, Naldi G",Theta-frequency bursting and resonance in cerebellar granule cells: experimental evidence and modeling of a slow k+-dependent mechanism.,2001,11157062,217
2018,46839,GrC_KA,K,234,"D'Angelo E, Nieus T, Maffei A, Armano S, Rossi P, Taglietti V, Fontana A, Naldi G",Theta-frequency bursting and resonance in cerebellar granule cells: experimental evidence and modeling of a slow k+-dependent mechanism.,2001,11157062,217
2019,46839,GrC_Kir,K,234,"D'Angelo E, Nieus T, Maffei A, Armano S, Rossi P, Taglietti V, Fontana A, Naldi G",Theta-frequency bursting and resonance in cerebellar granule cells: experimental evidence and modeling of a slow k+-dependent mechanism.,2001,11157062,217
2021,46839,GrC_pNa,Na,234,"D'Angelo E, Nieus T, Maffei A, Armano S, Rossi P, Taglietti V, Fontana A, Naldi G",Theta-frequency bursting and resonance in cerebellar granule cells: experimental evidence and modeling of a slow k+-dependent mechanism.,2001,11157062,217
2022,46839,GrG_KM,K,234,"D'Angelo E, Nieus T, Maffei A, Armano S, Rossi P, Taglietti V, Fontana A, Naldi G",Theta-frequency bursting and resonance in cerebellar granule cells: experimental evidence and modeling of a slow k+-dependent mechanism.,2001,11157062,217
2023,46839,GrG_Na,Na,234,"D'Angelo E, Nieus T, Maffei A, Armano S, Rossi P, Taglietti V, Fontana A, Naldi G",Theta-frequency bursting and resonance in cerebellar granule cells: experimental evidence and modeling of a slow k+-dependent mechanism.,2001,11157062,217
2024,46839,GrG_Nar,Na,234,"D'Angelo E, Nieus T, Maffei A, Armano S, Rossi P, Taglietti V, Fontana A, Naldi G",Theta-frequency bursting and resonance in cerebellar granule cells: experimental evidence and modeling of a slow k+-dependent mechanism.,2001,11157062,217
2028,48332,hpkj,IH,235,"Khaliq ZM, Gouwens NW, Raman IM",The contribution of resurgent sodium current to high-frequency firing in Purkinje neurons: an experimental and modeling study.,2003,12832512,185
2029,48332,kpkj,K,235,"Khaliq ZM, Gouwens NW, Raman IM",The contribution of resurgent sodium current to high-frequency firing in Purkinje neurons: an experimental and modeling study.,2003,12832512,185
2030,48332,kpkj2,K,235,"Khaliq ZM, Gouwens NW, Raman IM",The contribution of resurgent sodium current to high-frequency firing in Purkinje neurons: an experimental and modeling study.,2003,12832512,185
2031,48332,kpkjslow,K,235,"Khaliq ZM, Gouwens NW, Raman IM",The contribution of resurgent sodium current to high-frequency firing in Purkinje neurons: an experimental and modeling study.,2003,12832512,185
2036,50210,kamt,K,238,"Saghatelyan A, Roux P, Migliore M, Rochefort C, Desmaisons D, Charneau P, Shepherd GM, Lledo PM",Activity-dependent adjustments of the inhibitory network in the olfactory bulb following early postnatal deprivation.,2005,15820697,123
2037,50210,kdrmt,K,238,"Saghatelyan A, Roux P, Migliore M, Rochefort C, Desmaisons D, Charneau P, Shepherd GM, Lledo PM",Activity-dependent adjustments of the inhibitory network in the olfactory bulb following early postnatal deprivation.,2005,15820697,123
2038,50210,nax,Na,238,"Saghatelyan A, Roux P, Migliore M, Rochefort C, Desmaisons D, Charneau P, Shepherd GM, Lledo PM",Activity-dependent adjustments of the inhibitory network in the olfactory bulb following early postnatal deprivation.,2005,15820697,123
2041,50997,gfbp,Ca,239,"Sikora MA, Gottesman J, Miller RF",A computational model of the ribbon synapse.,2005,15922025,27
2048,50997,tsbp,Ca,239,"Sikora MA, Gottesman J, Miller RF",A computational model of the ribbon synapse.,2005,15922025,27
2054,51196,GrC_CaHVA,Ca,401,Saftenku EE,A Simplified Model of Long-Term Plasticity in Cerebellar Mossy Fiber-Granule Cell Synapses,2002,None,3
2056,51196,GrC_KA,K,401,Saftenku EE,A Simplified Model of Long-Term Plasticity in Cerebellar Mossy Fiber-Granule Cell Synapses,2002,None,3
2057,51196,GrC_KCa,KCa,401,Saftenku EE,A Simplified Model of Long-Term Plasticity in Cerebellar Mossy Fiber-Granule Cell Synapses,2002,None,3
2058,51196,GrC_Kir,K,401,Saftenku EE,A Simplified Model of Long-Term Plasticity in Cerebellar Mossy Fiber-Granule Cell Synapses,2002,None,3
2061,51196,GrC_pNa,Na,401,Saftenku EE,A Simplified Model of Long-Term Plasticity in Cerebellar Mossy Fiber-Granule Cell Synapses,2002,None,3
2062,51196,GrG_KM,K,401,Saftenku EE,A Simplified Model of Long-Term Plasticity in Cerebellar Mossy Fiber-Granule Cell Synapses,2002,None,3
2063,51196,GrG_KV,K,401,Saftenku EE,A Simplified Model of Long-Term Plasticity in Cerebellar Mossy Fiber-Granule Cell Synapses,2002,None,3
2064,51196,GrG_Na,Na,401,Saftenku EE,A Simplified Model of Long-Term Plasticity in Cerebellar Mossy Fiber-Granule Cell Synapses,2002,None,3
2065,51196,GrG_Nar,Na,401,Saftenku EE,A Simplified Model of Long-Term Plasticity in Cerebellar Mossy Fiber-Granule Cell Synapses,2002,None,3
2068,51781,cagk,KCa,64,"Santhakumar V, Aradi I, Soltesz I",Role of mossy fiber sprouting and mossy cell loss in hyperexcitability: a network model of the dentate gyrus incorporating cell types and axonal topography.,2005,15342722,162
2070,51781,lca,Ca,64,"Santhakumar V, Aradi I, Soltesz I",Role of mossy fiber sprouting and mossy cell loss in hyperexcitability: a network model of the dentate gyrus incorporating cell types and axonal topography.,2005,15342722,162
2071,51781,borgka,K,64,"Santhakumar V, Aradi I, Soltesz I",Role of mossy fiber sprouting and mossy cell loss in hyperexcitability: a network model of the dentate gyrus incorporating cell types and axonal topography.,2005,15342722,162
2077,51781,cat,Ca,64,"Santhakumar V, Aradi I, Soltesz I",Role of mossy fiber sprouting and mossy cell loss in hyperexcitability: a network model of the dentate gyrus incorporating cell types and axonal topography.,2005,15342722,162
2100,53451,ca,Ca,244,"Hines ML, Carnevale NT",NEURON: a tool for neuroscientists.,2001,11496923,458
2103,53451,km,K,244,"Hines ML, Carnevale NT",NEURON: a tool for neuroscientists.,2001,11496923,458
2104,53451,kv,K,244,"Hines ML, Carnevale NT",NEURON: a tool for neuroscientists.,2001,11496923,458
2105,53451,na,Na,244,"Hines ML, Carnevale NT",NEURON: a tool for neuroscientists.,2001,11496923,458
2107,53569,CaP,Ca,245,"Prescott SA, De Koninck Y",Integration time in a subset of spinal lamina I neurons is lengthened by sodium and calcium currents acting synergistically to prolong subthreshold depolarization.,2005,15888650,47
2108,53569,CaT,Ca,245,"Prescott SA, De Koninck Y",Integration time in a subset of spinal lamina I neurons is lengthened by sodium and calcium currents acting synergistically to prolong subthreshold depolarization.,2005,15888650,47
2109,53569,HH2new,K,245,"Prescott SA, De Koninck Y",Integration time in a subset of spinal lamina I neurons is lengthened by sodium and calcium currents acting synergistically to prolong subthreshold depolarization.,2005,15888650,47
2110,53569,Ks,K,245,"Prescott SA, De Koninck Y",Integration time in a subset of spinal lamina I neurons is lengthened by sodium and calcium currents acting synergistically to prolong subthreshold depolarization.,2005,15888650,47
2111,53569,NaP,Na,245,"Prescott SA, De Koninck Y",Integration time in a subset of spinal lamina I neurons is lengthened by sodium and calcium currents acting synergistically to prolong subthreshold depolarization.,2005,15888650,47
2115,53869,ih_VCN2003,IH,246,"Zhou Y, Carney LH, Colburn HS","A model for interaural time difference sensitivity in the medial superior olive: interaction of excitatory and inhibitory synaptic inputs, channel dynamics, and cellular morphology.",2005,15788761,92
2117,53869,kLT_VCN2003,K,246,"Zhou Y, Carney LH, Colburn HS","A model for interaural time difference sensitivity in the medial superior olive: interaction of excitatory and inhibitory synaptic inputs, channel dynamics, and cellular morphology.",2005,15788761,92
2118,53869,na_VCN2003,Na,246,"Zhou Y, Carney LH, Colburn HS","A model for interaural time difference sensitivity in the medial superior olive: interaction of excitatory and inhibitory synaptic inputs, channel dynamics, and cellular morphology.",2005,15788761,92
2119,53876,a,K,247,"Quadroni R, Knopfel T",Compartmental models of type A and type B guinea pig medial vestibular neurons.,1994,7529823,36
2121,53876,akfast,K,247,"Quadroni R, Knopfel T",Compartmental models of type A and type B guinea pig medial vestibular neurons.,1994,7529823,36
2122,53876,bkfast,K,247,"Quadroni R, Knopfel T",Compartmental models of type A and type B guinea pig medial vestibular neurons.,1994,7529823,36
2130,53876,h,IH,247,"Quadroni R, Knopfel T",Compartmental models of type A and type B guinea pig medial vestibular neurons.,1994,7529823,36
2131,53876,hva,Ca,247,"Quadroni R, Knopfel T",Compartmental models of type A and type B guinea pig medial vestibular neurons.,1994,7529823,36
2133,53876,kslow,K,247,"Quadroni R, Knopfel T",Compartmental models of type A and type B guinea pig medial vestibular neurons.,1994,7529823,36
2135,53876,na,Na,247,"Quadroni R, Knopfel T",Compartmental models of type A and type B guinea pig medial vestibular neurons.,1994,7529823,36
2137,53876,nap,Na,247,"Quadroni R, Knopfel T",Compartmental models of type A and type B guinea pig medial vestibular neurons.,1994,7529823,36
2140,53965,hh2,K,249,"Vitko I, Chen Y, Arias JM, Shen Y, Wu XR, Perez-Reyes E","Functional characterization and neuronal modeling of the effects of childhood absence epilepsy variants of CACNA1H, a T-type calcium channel.",2005,15888660,167
2146,54903,km,K,250,"Hossain WA, Antic SD, Yang Y, Rasband MN, Morest DK",Where is the spike generator of the cochlear nerve? Voltage-gated sodium channels in the mouse cochlea.,2005,16033895,89
2147,54903,kv,K,250,"Hossain WA, Antic SD, Yang Y, Rasband MN, Morest DK",Where is the spike generator of the cochlear nerve? Voltage-gated sodium channels in the mouse cochlea.,2005,16033895,89
2148,54903,na,Na,250,"Hossain WA, Antic SD, Yang Y, Rasband MN, Morest DK",Where is the spike generator of the cochlear nerve? Voltage-gated sodium channels in the mouse cochlea.,2005,16033895,89
2149,54903,NaCh,Na,250,"Hossain WA, Antic SD, Yang Y, Rasband MN, Morest DK",Where is the spike generator of the cochlear nerve? Voltage-gated sodium channels in the mouse cochlea.,2005,16033895,89
2150,54903,naf,Na,250,"Hossain WA, Antic SD, Yang Y, Rasband MN, Morest DK",Where is the spike generator of the cochlear nerve? Voltage-gated sodium channels in the mouse cochlea.,2005,16033895,89
